size,total_sqft,bath,balcony,price
2,975,2,1,24
2,1230,2,1,79
2,1076,2,2,67
3,995,2,2,34
3,2120,3,2,177
2,1096,2,2,40
2,1107,2,1,41
1,505,1,0,85
2,1320,2,2,115
2,1320,2,1,99
3,2901,4,2,190
3,1315,2,2,65
2,1000,2,1,44
3,1596,3,3,79
3,1350,3,2,47
2,1175,2,2,79
2,921,2,1,29
3,1713,3,3,125
2,1200,2,0,43
3,1664,3,2,68
3,1795,3,2,139
1,600,1,1,19
2,1240,2,3,65
3,1965,4,2,132
2,1200,2,2,59
2,1112,2,3,68
3,3000,3,2,60
2,1136,2,3,64
2,914,2,2,55
3,1270,2,1,50
2,1050,2,2,47
3,1385,2,2,68
2,990,2,3,35
2,845,2,2,43
2,1485,2,1,96
3,1460,2,3,43
2,1450,2,1,57
3,1360,2,1,53
2,1375,2,3,58
2,1125,2,1,48
1,720,1,1,60
3,1460,2,2,100
2,1107,2,2,40
2,1158,2,3,75
2,800,1,1,30
3,1760,3,2,128
2,1125,2,1,32
3,1706,3,3,154
3,1600,3,2,112
2,1200,2,0,90
3,1755,3,3,101
2,1200,2,1,50
2,1200,2,2,67
2,1266,2,0,69
3,1800,3,2,90
3,1300,3,2,64
2,1128,2,2,40
2,1210,2,1,80
4,2710,6,2,142
2,1151,2,2,39
5,7500,8,3,1700
3,1464,3,2,56
2,1017,2,2,27
2,920,2,1,40
3,1750,3,3,86
2,1163,2,1,65
3,1650,3,3,110
3,1800,3,3,95
2,1100,2,1,58
2,1200,2,2,60
3,1410,3,2,65
3,1933,3,2,98
2,1200,2,2,45
3,1608,2,3,63
2,1156,2,2,46
1,770,1,1,43
3,1777,3,2,105
2,1339,2,2,85
2,1080,2,2,44
3,1450,3,3,72
2,1075,2,2,53
3,1163,2,2,62
2,1299,2,1,100
2,1130,2,1,32
2,1170,2,2,75
4,2600,4,3,175
2,1140,2,1,43
3,1900,3,3,125
2,1090,2,1,31
2,1110,2,1,39
1,705,1,1,57
2,1089,2,1,60
2,1080,2,2,32
2,1093,2,1,68
3,1480,3,1,75
3,1703,3,2,125
2,1200,2,1,60
3,1690,3,2,116
2,1305,2,1,78
3,1257,2,2,40
2,1150,2,2,45
2,1194,2,0,55
2,1025,2,0,42
2,980,2,1,38
3,2225,3,1,149
2,1022,2,2,57
2,1153,2,2,45
2,1175,2,2,60
3,1560,3,3,68
1,650,1,1,17
2,1350,3,2,55
2,1200,1,1,54
2,800,2,1,25
4,2093,4,1,104
3,1320,2,2,55
2,1275,2,1,73
2,1215,2,2,43
2,1130,2,1,45
3,1444,2,2,71
2,950,2,2,38
3,1240,2,2,59
2,1231,2,2,50
2,1300,2,1,120
3,1713,3,2,110
2,1200,2,1,53
3,1310,2,0,46
2,790,2,1,49
3,1744,3,1,200
3,1605,3,2,100
2,1250,2,2,82
3,2476,3,3,337
3,1260,2,2,76
3,1615,3,1,175
2,1180,2,1,56
3,1255,2,2,50
2,1025,2,1,53
3,1877,4,2,150
3,1649,3,2,150
3,1542,3,2,98
2,1418,2,2,105
2,1012,2,0,42
2,1115,2,2,43
3,1680,4,3,95
2,1171,2,2,72
2,1027,2,1,68
3,1700,3,3,75
2,1090,2,2,38
2,1232,2,1,74
2,766,2,2,28
1,525,1,1,27
3,1452,2,1,41
3,1254,2,1,65
3,1593,3,1,118
2,1333,2,2,77
3,1375,2,1,54
3,1650,3,3,82
3,1430,2,2,51
2,940,2,1,54
1,435,1,1,21
2,1160,2,2,36
3,1500,2,1,77
3,1890,2,1,100
2,1050,2,1,70
2,1027,2,2,43
3,1459,2,1,95
3,1711,3,3,85
2,1250,2,2,98
1,645,1,1,16
2,1334,2,1,67
2,1140,2,1,32
2,1115,2,2,50
3,1776,3,1,190
3,2072,4,2,160
2,920,2,3,39
3,1631,3,2,80
1,525,1,1,27
3,1395,3,3,82
3,2000,3,2,105
2,1232,2,1,66
2,1075,2,1,55
2,1205,2,2,70
4,2340,5,1,129
3,1179,2,1,55
2,1013,2,1,51
2,1160,2,2,40
2,1200,2,2,62
3,1255,2,3,50
3,1100,2,1,145
2,1069,2,1,55
1,1400,1,1,285
2,1065,2,2,55
2,1395,2,0,75
3,1725,2,1,165
2,1007,2,2,43
3,1436,2,2,55
3,1645,3,2,117
2,940,2,1,43
3,2850,5,3,343
3,1740,3,2,191
2,1194,2,2,47
3,3761,3,2,650
3,1829,3,2,125
2,1000,2,1,60
2,675,1,1,15
2,1390,2,2,95
3,1500,3,2,104
3,2047,3,2,136
2,1202,2,1,79
2,1012,2,1,59
3,2132,3,3,80
1,605,1,1,40
2,1331,2,1,88
2,1150,2,0,250
3,1280,2,2,49
2,1007,2,1,62
3,1370,2,1,61
2,925,2,2,35
2,1500,2,0,75
1,450,1,1,12
2,1341,2,1,95
3,1350,2,2,47
2,992,2,1,60
2,1163,2,2,68
2,1229,2,2,70
2,1219,2,1,61
3,1525,2,2,99
2,1147,2,1,60
3,1412,2,3,88
2,1044,2,1,34
2,1190,2,2,63
3,1240,2,2,65
3,1352,3,1,65
2,1100,2,2,55
3,1330,2,2,39
3,1700,3,2,111
2,1355,2,1,67
2,1200,2,1,46
1,400,2,1,25
3,1615,3,2,50
2,1340,2,1,65
2,1200,2,1,54
2,1080,2,1,52
2,1600,2,1,31
2,1200,2,0,34
3,1605,3,2,65
4,7200,5,2,1584
2,1200,2,2,80
1,650,1,3,500
3,715,2,0,32
3,1230,2,2,31
2,1065,2,1,42
3,900,2,0,65
2,946,2,2,45
1,1500,1,0,60
3,1711,3,1,110
2,950,2,1,25
3,1656,3,2,80
2,1075,2,1,46
3,1752,3,2,133
3,1540,3,3,85
1,665,1,2,32
2,1145,2,1,54
2,1185,2,2,41
3,1693,3,2,125
3,2456,3,3,220
3,2559,3,2,403
2,1155,2,1,40
3,1610,2,2,64
3,1709,3,1,80
3,1400,2,1,50
2,1200,2,1,42
3,1439,3,1,57
2,1375,2,2,72
3,1200,2,1,75
2,1315,2,3,75
2,1178,2,3,82
3,1430,3,2,59
3,1400,2,2,65
2,1093,2,2,72
2,1200,2,1,45
3,1200,2,0,130
3,2210,3,2,156
2,1150,2,2,70
3,1435,2,1,60
2,1173,2,1,78
2,1140,2,1,39
3,1717,3,3,120
3,1370,3,2,67
2,1025,2,1,90
3,1409,2,3,62
2,1200,2,1,52
2,1200,2,1,53
3,1740,4,3,130
2,1232,2,1,88
4,5924,4,3,625
2,1250,2,1,50
2,1475,2,2,171
4,2100,4,2,85
1,552,1,1,23
3,1065,2,2,42
1,650,1,0,16
2,1067,2,2,52
3,1364,2,2,56
3,1750,3,3,75
2,1240,2,1,71
3,1504,2,2,102
2,1116,2,1,49
3,2365,4,2,175
2,1308,2,2,37
2,864,2,0,45
2,1333,2,1,100
4,1800,4,1,145
3,1698,3,2,107
3,1275,2,2,43
2,1060,2,1,48
2,1160,2,1,49
2,1310,2,1,66
3,2145,3,2,165
3,1693,3,1,125
3,1230,3,3,60
3,1310,2,1,37
2,1150,2,1,60
3,1385,2,2,66
2,1066,2,2,52
3,2293,3,2,80
3,1625,3,3,92
2,1246,2,1,67
4,2400,4,3,250
2,1000,2,1,70
2,907,2,2,38
3,1395,2,3,79
2,1180,2,2,50
2,1175,2,1,47
2,1272,2,2,51
3,1490,2,1,92
2,1144,2,2,67
2,1143,2,1,53
2,1216,2,1,75
2,1044,2,1,60
2,1352,3,1,93
3,1552,3,3,75
3,1785,3,2,120
2,810,2,2,34
3,1650,3,2,51
3,1595,3,2,70
2,1060,2,1,35
3,1410,2,3,65
3,1523,2,2,56
3,1591,3,1,122
3,1640,3,3,84
1,450,1,0,16
3,1305,2,2,60
3,1590,3,1,54
2,1240,2,3,45
2,1200,2,2,54
2,1100,2,1,41
2,1180,2,1,128
2,1115,2,1,50
2,845,2,1,33
3,1567,2,0,190
3,1310,2,2,45
2,959,2,1,42
4,1200,4,1,140
2,883,2,1,37
2,1050,2,2,55
2,1390,2,2,70
3,1280,2,2,69
3,1614,3,2,95
2,1000,2,0,58
2,1196,2,2,57
3,1220,3,2,57
2,950,2,1,31
2,1141,2,1,55
2,1200,2,2,51
3,1380,2,2,55
2,855,2,1,32
1,645,1,1,16
2,922,2,1,36
2,1200,2,2,43
3,1240,2,2,65
2,1070,2,2,42
2,1293,2,2,75
3,1380,2,1,50
3,1599,3,2,80
2,967,2,2,41
3,1885,3,3,90
2,860,2,2,65
2,1050,2,1,63
3,1595,3,2,88
2,1350,2,2,102
2,1204,2,2,45
2,1035,2,2,49
2,1000,2,1,29
3,1457,3,3,85
2,1194,2,2,47
2,1100,2,1,66
3,1655,3,3,120
3,1691,3,1,115
2,1215,2,1,46
3,1639,3,2,129
3,1685,3,1,135
2,1100,2,3,38
3,2122,3,2,125
2,1050,2,2,47
2,1230,2,2,45
3,1240,3,2,60
3,1252,2,3,65
3,1374,2,2,88
1,500,1,1,30
3,1355,3,2,83
2,1040,2,3,45
2,1350,2,2,68
4,4003,6,3,300
3,1560,3,1,90
2,1151,2,1,43
3,1360,2,2,47
2,1250,2,2,60
3,1110,2,2,29
2,1015,2,2,50
3,1351,2,2,78
2,960,2,2,50
2,1110,2,2,52
3,1680,3,2,72
3,1350,3,2,48
2,1254,2,2,47
3,1255,3,2,115
2,1051,2,3,61
2,1099,2,2,65
3,2650,4,3,199
2,1541,2,2,130
2,1125,2,2,45
3,1650,3,2,85
1,834,1,1,62
3,1320,3,2,60
3,1500,3,2,74
2,1180,2,2,70
2,1010,2,1,50
2,1070,2,1,38
3,1580,3,3,105
3,1920,3,2,130
3,1200,2,1,76
2,1040,2,2,45
3,1430,2,2,90
3,1215,2,2,52
1,650,1,1,70
3,1564,3,1,105
2,1200,2,2,60
2,1128,2,1,48
2,1200,2,2,44
4,2000,4,1,135
3,1650,3,3,105
2,1235,2,2,148
2,1200,2,2,55
2,985,2,2,42
3,1475,2,2,63
3,3450,5,0,348
3,1157,2,1,53
2,900,2,3,35
2,1030,2,1,60
2,1000,2,1,46
3,1570,2,2,65
2,1283,2,2,68
3,875,2,2,40
2,1200,2,2,52
3,1250,2,2,68
4,3630,6,1,196
2,990,2,2,37
2,1199,2,1,85
2,1280,2,2,90
4,2750,4,0,413
2,1190,2,1,55
2,1100,2,2,60
3,2075,3,1,175
2,1133,2,1,55
4,2400,3,3,140
2,1280,2,2,69
3,1250,3,2,65
3,1565,2,2,49
3,1900,3,0,65
2,1080,2,2,45
1,600,1,0,47
3,1335,2,1,87
2,1246,2,1,67
3,1385,3,1,55
3,1578,3,1,73
2,1140,2,2,46
3,1700,3,1,79
2,1120,2,1,70
1,435,1,1,22
2,1116,2,1,51
3,1480,3,2,95
2,1000,2,2,50
2,1145,2,2,46
2,800,1,1,32
2,1265,2,1,83
2,1475,2,1,70
2,1265,2,2,55
3,2180,3,2,210
2,1080,2,3,50
3,2023,4,2,130
2,2400,2,3,125
3,1545,2,2,66
3,1804,3,2,166
2,1108,2,1,74
3,1730,3,2,115
3,1427,2,3,70
2,935,2,1,35
2,1073,2,2,31
2,960,2,3,37
3,2215,4,2,150
2,1125,2,1,32
2,1230,2,3,55
2,1080,2,2,75
3,1590,3,2,58
3,1350,3,2,68
3,1400,2,2,48
3,1560,2,3,72
4,1810,3,2,57
3,2274,4,1,160
3,1484,3,1,74
3,1650,3,3,220
3,1455,2,2,55
3,2280,4,2,184
3,2079,3,3,220
2,1351,2,2,74
3,1223,2,2,42
3,1430,2,1,61
3,1310,2,2,37
2,984,2,1,55
3,1770,3,3,100
2,1447,2,1,75
2,1170,2,3,34
2,1160,2,2,46
2,1296,2,1,89
3,1570,3,2,80
3,1495,2,2,65
3,1530,2,2,67
3,1800,3,1,70
2,1088,2,2,48
3,1533,3,1,98
2,1100,2,1,68
3,1540,3,3,90
2,1040,2,1,68
2,1260,2,1,39
2,1180,2,1,41
2,1245,2,2,100
3,1350,3,0,75
3,1464,3,2,56
1,470,2,1,10
2,920,2,2,60
2,1124,2,1,30
4,2095,3,1,109
2,1100,2,1,71
2,1019,2,1,58
3,1756,3,2,128
3,1280,3,1,50
3,1700,3,2,150
3,2134,4,2,118
2,1369,2,1,98
3,2515,4,3,155
3,2215,4,2,154
3,1440,3,2,72
3,1186,2,2,55
3,1350,2,2,47
3,1800,3,2,140
3,1600,3,3,79
2,1000,2,1,35
3,2275,3,3,285
3,1305,2,1,59
3,1740,3,1,150
2,900,2,1,90
2,1567,3,0,140
3,1082,2,1,45
2,1050,2,1,80
2,1200,2,1,56
2,1220,2,2,52
3,1970,3,2,164
3,2665,3,1,350
4,2130,4,0,120
3,1749,3,2,120
2,1260,2,1,108
2,1170,2,2,120
3,1670,3,2,75
3,2264,3,2,168
2,1100,2,2,55
2,674,1,1,19
2,1320,2,1,160
2,1125,2,2,65
2,1125,2,2,44
2,700,2,1,29
3,1300,2,1,75
3,1600,3,2,83
3,1052,2,1,60
4,1140,3,1,145
2,1130,2,2,36
3,2200,3,3,220
3,1500,2,1,63
3,1350,3,1,47
3,1230,2,2,52
3,1520,2,2,85
1,525,1,1,26
2,1040,2,1,61
3,1300,2,1,67
4,2690,4,3,201
1,780,1,1,70
2,1140,2,1,51
3,1225,3,1,33
1,646,1,0,25
3,1600,3,1,150
3,1890,4,3,125
2,1050,2,1,34
3,1458,2,2,62
3,1970,3,2,160
2,1007,2,1,67
2,1105,2,1,50
3,1700,3,3,150
2,1170,2,3,50
2,1080,2,3,45
3,1150,2,1,62
2,1200,2,1,57
2,1200,2,1,54
3,1656,3,2,75
2,1040,2,2,50
2,1085,2,2,33
3,1215,2,2,49
2,1210,2,1,77
2,1050,2,1,55
3,1920,3,2,150
3,1250,2,1,50
2,947,2,1,80
2,1421,2,1,90
3,1425,2,2,74
2,1162,2,1,58
1,905,1,1,60
2,914,2,1,32
2,1258,2,0,58
3,1537,2,3,70
3,1230,2,2,53
3,2250,3,1,200
2,950,2,0,32
3,1282,2,1,48
2,1304,2,0,111
3,2100,3,2,200
3,1220,2,2,49
3,1636,3,2,85
3,1415,3,1,65
3,1728,3,2,125
3,1680,3,3,125
2,1235,2,1,140
2,1495,2,2,83
3,2501,3,3,138
1,381,1,0,28
4,3301,5,2,570
3,2002,3,2,120
3,1450,3,2,90
2,1039,2,1,50
2,1210,2,1,80
2,995,1,1,24
3,1620,3,2,90
3,3408,3,3,260
2,1314,2,3,55
2,945,2,1,33
3,1374,3,2,72
3,1603,3,3,113
3,1230,2,2,52
4,1864,3,2,105
3,1625,2,2,54
2,1186,2,3,55
2,770,1,1,39
2,1085,2,1,45
4,3754,6,2,480
3,1893,3,2,115
3,1496,2,3,78
3,1305,3,1,33
3,1550,2,2,82
3,1200,2,1,58
3,1494,2,2,94
2,1286,2,2,69
3,1860,3,2,95
1,425,1,1,750
2,1243,2,2,45
2,1200,2,2,75
2,1044,2,2,32
2,1040,2,1,41
2,1125,2,2,36
3,3489,3,1,662
3,1278,2,2,59
2,1250,2,1,43
2,1210,2,2,75
4,1200,3,2,110
3,1157,2,1,57
2,1185,2,1,51
3,1450,3,3,100
3,1859,3,2,121
2,1763,3,2,262
2,900,1,1,25
3,1305,3,1,60
3,1200,2,2,100
2,1150,2,0,36
3,1806,3,3,85
2,1027,2,2,42
2,1002,2,1,40
3,1220,2,1,36
2,1109,2,1,35
2,1002,2,1,40
2,1308,2,1,89
2,1232,2,1,69
2,1027,2,2,44
2,1250,2,2,65
2,1255,2,1,53
3,1434,3,3,84
2,925,2,2,30
3,1858,3,1,123
2,1205,2,1,70
2,1020,2,2,48
2,965,2,1,56
2,1636,2,2,82
3,1724,3,1,125
2,1216,2,1,67
1,654,1,1,36
2,1190,2,2,41
3,1636,3,2,92
2,1195,2,2,73
3,2400,3,3,251
2,1250,2,1,67
3,1546,3,1,95
2,1475,2,2,171
4,3000,3,2,150
2,1007,2,1,66
2,1020,2,3,47
2,1000,2,0,150
2,1125,2,3,55
3,909,2,1,43
2,1400,2,3,85
2,1152,2,2,61
2,958,2,1,34
2,1150,2,2,55
3,2990,5,1,173
2,1310,2,2,85
3,1590,2,2,126
3,1645,3,2,110
3,1795,3,2,150
2,1100,2,3,35
2,925,2,2,70
3,1542,3,3,120
3,1430,2,2,54
2,1020,2,2,55
2,1140,2,1,32
3,967,2,1,45
4,2470,4,2,203
2,850,1,0,35
2,1100,2,2,32
3,1697,3,2,110
2,1250,2,2,47
2,1120,2,2,50
2,1200,2,1,52
2,1100,2,1,44
3,1417,2,2,76
3,1492,3,1,88
3,1498,3,3,79
4,3500,2,1,350
2,1010,2,1,48
2,1255,2,2,53
2,1050,2,1,35
3,1847,3,2,125
2,1200,2,2,55
2,982,2,2,37
3,2144,4,2,145
2,750,2,1,36
2,919,2,2,35
2,1087,2,1,54
3,1480,3,2,74
2,1180,2,2,52
3,2100,4,2,255
3,1221,3,2,65
2,1194,2,2,46
3,2072,3,2,122
3,1600,3,2,69
3,2200,3,2,98
3,1640,3,3,220
2,1253,2,2,81
2,1061,2,1,54
3,1950,3,2,115
2,1250,2,2,68
3,1585,2,3,80
3,1452,3,3,60
2,1015,2,2,37
2,1125,2,2,56
2,1116,2,2,40
4,4000,4,2,325
4,3900,4,2,410
2,1300,2,2,100
2,1419,2,1,60
3,1310,2,1,55
3,2072,4,2,152
2,1240,2,1,58
3,1565,3,2,98
3,1820,3,2,89
2,1245,2,1,62
3,1315,3,1,65
3,1410,2,2,73
2,1375,2,1,60
2,1299,2,2,95
2,993,2,3,45
2,985,2,1,156
3,1255,2,1,95
3,1655,3,2,131
4,2830,5,3,190
1,6000,1,1,276
2,550,1,1,15
1,825,2,1,40
3,1634,3,1,111
2,1222,2,2,80
3,1500,3,2,63
3,1890,4,2,100
2,850,1,1,39
2,1295,2,3,78
2,1320,2,1,100
2,1197,2,1,82
3,1320,2,3,60
1,840,1,1,57
3,1693,3,1,71
2,1000,2,1,62
2,1305,2,1,70
1,450,1,1,18
1,705,1,1,57
4,750,6,2,75
3,1991,3,2,104
3,1779,3,2,90
2,870,2,2,38
3,1595,3,2,120
1,525,1,1,26
3,2000,4,2,138
3,1614,3,2,93
2,1200,2,3,40
3,1150,3,3,46
3,1610,3,2,80
2,1190,2,2,41
2,1050,2,2,50
3,1460,2,1,97
3,3400,3,3,400
3,1569,3,0,70
1,645,1,0,42
2,1350,2,1,90
3,2780,4,1,325
3,1410,2,2,45
2,1109,2,1,35
4,2000,3,2,1063
1,800,1,0,72
2,1215,2,1,68
2,1255,2,2,52
2,1020,2,1,49
3,1225,2,2,82
2,1120,2,1,60
3,1225,2,1,69
4,4000,4,1,700
3,1984,4,1,145
3,2425,3,1,197
2,1127,2,1,45
3,1655,3,2,97
1,500,1,1,14
2,1000,2,2,43
2,1225,2,2,47
2,1350,2,2,45
2,1175,2,3,49
1,655,1,2,27
3,1311,2,1,84
2,1000,2,1,38
2,1196,2,1,96
3,1050,2,1,59
3,1275,2,2,52
2,927,2,1,50
3,1520,2,3,61
2,1333,2,1,104
1,600,1,0,18
3,1326,2,1,34
2,1370,2,2,125
2,1100,2,2,85
3,1650,3,3,100
3,1917,3,2,132
2,950,2,1,58
2,1175,2,1,48
2,1089,2,1,43
3,1804,3,2,175
2,1257,2,1,68
1,650,1,2,19
3,1850,3,2,150
2,1161,2,1,63
3,1630,3,2,51
3,1310,2,2,60
2,750,2,1,28
2,1000,2,1,45
2,1315,2,2,70
3,1370,2,2,90
2,1465,3,3,90
2,1128,2,1,64
3,1250,2,2,70
3,1645,3,2,117
3,1284,2,2,75
3,2600,3,2,199
3,1820,3,2,150
3,1580,3,1,73
2,1215,2,1,68
2,1075,2,1,40
3,1400,2,3,78
3,1400,2,1,55
2,845,2,1,30
4,2600,4,3,40
2,800,2,1,85
2,1199,2,1,85
2,1175,2,2,43
3,1767,3,2,109
4,1800,3,1,90
3,1856,3,2,135
3,1613,3,0,150
2,1290,2,0,90
2,1375,2,1,78
2,985,2,2,57
2,1099,2,1,37
1,605,1,0,13
2,1200,2,1,53
2,1000,2,1,45
3,1159,2,3,38
3,1540,2,2,78
3,1503,2,2,93
3,1850,4,2,120
3,1580,3,1,60
2,1190,2,2,39
2,850,1,1,19
3,2180,3,2,285
3,2500,2,1,60
3,1500,2,2,52
3,1880,3,3,120
2,1150,2,2,45
2,924,2,2,35
3,1765,3,2,77
2,1174,2,1,29
3,1894,3,1,115
3,1760,3,2,142
3,1768,3,3,95
3,1790,3,0,97
2,1137,2,1,53
3,1568,2,2,100
2,1308,2,1,60
4,3060,4,2,350
3,1200,2,1,41
1,800,1,2,32
1,530,1,1,13
3,873,2,1,40
2,958,2,1,33
3,2072,4,2,160
3,2273,3,3,159
1,760,1,2,50
2,1090,2,2,43
3,2072,4,2,155
3,2666,3,1,230
3,1550,2,1,89
2,1251,2,1,50
2,1070,2,1,53
2,1200,2,2,45
3,1435,2,2,60
3,1400,2,3,45
4,2330,3,2,94
2,1200,2,3,60
2,1000,2,2,40
3,1655,2,2,62
2,1175,2,1,50
2,1155,2,2,40
2,1149,2,2,65
2,1010,2,2,55
3,1718,3,2,119
2,650,1,1,20
2,1330,2,2,77
2,1200,2,2,68
3,1693,3,2,89
2,1249,2,1,165
3,1800,4,1,125
2,1020,2,1,46
3,1700,3,2,77
1,661,1,1,40
2,1280,2,2,60
2,1170,2,1,48
1,933,2,1,58
2,1150,2,0,44
4,3633,6,2,550
3,1380,3,3,130
2,1080,2,1,37
2,1303,2,1,90
2,1196,2,2,40
3,1250,3,2,41
3,1419,2,3,87
2,1200,2,3,49
2,1120,2,2,65
2,1245,2,1,75
2,1093,2,1,34
2,1025,1,1,26
2,1345,2,1,97
2,1180,2,1,86
2,1020,2,1,48
3,1800,3,3,85
4,3621,4,1,511
3,2008,3,2,170
3,1240,2,2,39
2,1020,2,1,55
3,2095,3,2,142
3,1362,3,2,62
1,694,1,0,30
2,1404,2,2,70
3,1192,2,3,47
2,1259,2,1,67
2,1000,2,2,34
2,985,2,1,49
1,850,1,2,60
3,1650,2,1,50
3,1900,4,1,180
2,1367,2,2,86
3,1210,2,2,81
2,1190,2,1,48
2,1175,2,2,42
2,1140,2,2,40
2,1095,2,2,33
1,782,1,0,19
3,1435,2,2,80
2,725,2,2,36
3,1600,2,2,88
4,3205,4,2,300
2,1243,2,2,46
3,1703,3,2,130
3,1350,3,1,71
2,1145,2,1,41
2,1216,2,1,75
2,1100,3,1,60
4,2425,5,1,201
2,1196,2,2,40
3,1600,3,3,90
3,1510,3,3,47
4,3033,4,1,326
2,1194,2,2,47
2,1250,2,2,110
3,1630,3,2,60
2,1020,2,0,45
3,1410,2,2,53
2,1181,2,1,100
3,1691,3,2,113
2,1200,2,3,60
2,1050,2,2,50
3,1300,3,2,77
2,1356,2,1,94
2,1338,2,1,103
1,500,1,1,20
3,1280,2,1,100
3,1531,3,3,51
4,11000,4,1,1600
2,620,1,1,23
3,1605,2,2,65
3,1917,3,2,110
3,2750,3,2,943
3,1400,3,2,55
3,2625,3,3,175
2,1100,2,1,55
3,2041,3,3,128
3,2070,4,2,160
3,1110,3,3,59
3,1650,3,1,110
3,1033,2,2,30
2,1142,2,2,65
3,1500,2,2,75
3,1502,3,3,50
3,1176,2,1,45
2,1063,2,1,32
2,1100,2,1,60
2,1216,2,2,60
3,1425,3,2,55
2,1345,2,2,108
2,1248,2,1,130
2,900,1,0,130
2,1025,2,1,35
3,1424,2,2,75
3,2500,3,1,268
2,1285,2,2,45
2,1450,2,1,55
2,1160,2,1,70
2,1125,2,1,47
2,1133,2,1,38
2,1240,2,2,60
3,1466,3,3,77
4,3870,4,2,411
3,1610,2,2,115
3,1220,3,2,56
2,1225,2,2,48
2,1300,2,1,54
3,1996,4,1,123
3,1320,2,2,55
3,1800,3,2,240
3,1835,3,3,175
3,1435,3,2,90
3,1601,3,3,70
2,1257,2,2,93
4,3596,5,1,260
2,1309,2,2,95
2,1115,2,1,55
3,1870,3,2,90
2,1322,2,1,61
3,1450,2,1,65
2,1185,2,2,67
3,1790,3,3,120
2,1050,2,2,52
1,775,1,0,39
2,1000,2,2,48
2,1183,2,1,77
3,1282,3,2,178
1,425,1,1,15
2,820,2,2,30
2,1200,2,2,52
2,1151,2,2,43
3,1320,2,2,59
3,1450,3,2,68
3,1270,2,3,50
3,1847,3,2,123
1,1020,2,1,49
4,2380,4,3,242
2,1160,2,2,44
4,2805,4,3,154
3,1360,3,0,47
2,1089,2,1,49
2,1115,2,2,60
2,1215,2,1,45
2,1194,2,1,51
3,1536,3,1,104
2,1255,2,2,55
3,1571,3,2,83
2,1517,2,2,125
1,664,1,1,35
2,1230,2,1,58
2,1340,2,2,72
2,1175,2,1,29
2,1240,2,2,43
3,1470,2,1,44
3,1680,3,2,117
2,1000,2,2,35
2,1071,2,1,51
4,3435,2,1,341
3,3144,3,1,455
2,1190,2,1,60
3,1550,2,3,80
2,1283,2,2,63
2,1325,2,2,73
2,1105,2,1,35
3,1600,3,2,74
2,1100,2,1,44
3,2099,3,3,147
3,1365,2,1,72
2,1485,3,3,132
2,1250,2,1,55
3,1290,2,2,56
2,1170,2,1,46
2,1328,2,3,91
2,1232,2,1,87
2,1180,2,2,88
3,1350,3,2,66
4,2400,4,1,145
2,1020,2,2,32
3,1410,2,3,49
3,2159,3,2,120
3,1200,2,0,66
2,1255,2,1,57
2,1074,2,1,42
3,1170,2,2,35
3,1601,3,2,95
2,952,2,1,42
2,1166,2,3,65
3,2700,2,1,260
3,1520,2,2,96
2,1175,2,2,50
2,1432,2,2,68
2,1005,2,1,39
2,1309,2,1,80
3,2251,4,2,370
2,1050,2,1,77
3,1100,3,2,53
3,1565,2,2,56
2,940,2,1,56
2,1015,2,1,40
3,1652,3,3,110
2,1100,2,2,52
4,2340,4,1,145
2,1084,2,1,179
3,1400,3,3,69
2,1020,2,1,27
2,1267,2,1,90
4,2439,4,3,185
3,1100,2,2,75
3,1320,2,1,38
2,1000,2,1,29
2,1086,2,2,44
1,416,1,1,18
2,1066,2,1,52
3,1730,3,1,93
2,1205,2,1,63
4,2500,5,2,175
2,960,2,1,55
3,1510,3,2,83
2,1000,2,1,63
2,1160,2,1,46
3,1553,2,2,58
2,1134,2,2,45
2,1350,2,2,65
2,1032,2,1,42
3,1998,3,2,117
2,1225,2,2,48
2,1262,2,2,67
3,1842,3,2,115
2,1070,2,2,38
2,950,2,1,33
2,1012,2,1,53
2,1394,2,2,56
3,1450,2,1,85
3,1693,3,2,125
4,3122,6,2,235
2,1000,2,1,46
2,952,2,2,49
1,1200,1,1,14
3,1410,2,2,64
2,1400,2,2,108
3,1826,3,2,125
3,1689,3,2,103
3,1075,2,1,31
2,960,2,1,48
2,808,2,1,40
2,907,2,2,38
2,1300,2,2,55
3,1804,3,2,150
3,1350,3,2,81
3,1836,3,2,125
2,826,2,2,36
2,1200,2,3,68
4,3000,3,3,300
2,965,2,2,56
3,1395,2,2,70
3,1660,3,2,116
2,935,2,2,35
2,1180,2,1,39
2,1090,2,1,31
2,1204,2,1,82
3,2072,4,2,153
2,1056,2,1,65
2,985,2,2,62
3,1315,2,2,49
2,734,2,1,22
3,2317,4,3,140
2,656,2,1,25
1,400,1,1,11
1,666,1,1,36
2,1174,2,1,47
2,1153,2,2,56
5,2400,5,2,85
2,957,2,1,47
2,910,2,2,160
2,1060,2,1,50
2,1000,2,1,50
3,1843,3,2,88
3,1150,2,2,40
3,1230,2,2,31
4,3197,5,2,335
3,1703,3,2,130
2,1125,2,1,41
3,1516,3,3,65
2,1130,2,2,56
4,3596,5,1,279
3,1512,3,2,103
3,1491,3,1,88
2,1250,2,2,95
3,1650,3,2,90
2,1140,2,1,48
3,1100,3,2,56
3,2666,4,1,200
2,1500,2,1,50
2,1217,2,1,164
2,1197,2,1,50
3,1345,3,2,60
4,3230,5,0,165
3,1260,2,1,95
1,600,1,0,45
2,1025,2,1,35
2,973,2,1,56
